ELECTIONTYPE,ELECTIONYEAR,WARDNUM,NUMVOTES,CANDIDATELASTNAME,CANDIDATEFIRSTNAME
Council,2010,7,5338,Mammoliti,Giorgio
Council,2010,7,3601,Di Nizio,Nick
Council,2010,7,1038,Lucero,Victor
Council,2010,7,706,Gizzo,Sergio
Council,2010,7,547,Joseph,Sharon
Council,2010,7,491,Macdonald,Chris
Council,2010,7,249,Perlman,Larry
Council,2010,7,129,Aitchison,Scott
Council,2010,7,89,Tesoro,Stefano
Council,2010,8,4724,Perruzza,Anthony
Council,2010,8,4372,Li Preti,Peter
Council,2010,8,1487,Clarke,Antonius
Council,2010,8,268,Smitherman,Arthur
Council,2010,8,243,Husain,Naseeb
Council,2010,8,129,Gallagher,John
Council,2010,8,117,Tiwari,Ramnarine
Council,2010,8,53,Miniguano,Gerardo
Council,2010,9,5452,Augimeri,Maria
Council,2010,9,5363,Cusimano,Gus
Council,2010,9,1082,Amendola,Gianfranco
Council,2010,9,259,Basantes,Wilson
Council,2010,9,142,Picone,Stefano
Council,2010,10,3159,Pasternak,James
Council,2010,10,2777,Oomen,Nancy
Council,2010,10,2632,Shifman,Brian
Council,2010,10,2605,Toutchinski,Igor
Council,2010,10,1887,Toubis,Konstantin
Council,2010,10,935,Gondor Berkovits,Magda
Council,2010,10,850,Friedman,Jarred
Council,2010,10,535,Cohen,Joseph
Council,2010,10,355,Plant,Eric
Council,2010,10,326,Zaretsky,Edward
Council,2010,10,244,Freedland,Robert
Council,2010,10,186,Banovic,Drago
Council,2010,11,10544,Nunziata,Frances
Council,2010,11,2290,Sansone,Fulvio
Council,2010,11,1718,Marshall,Leo
Council,2010,11,1235,Hashised,Abdi
Council,2010,12,3636,Di Giorgio,Frank
Council,2010,12,3214,Dominelli,Nick
Council,2010,12,2748,Tasses,Steve
Council,2010,12,2204,Filici,Vilma
Council,2010,12,1073,Gosling,Richard
Council,2010,12,343,Renda,Joe
Council,2010,12,221,Bellavia,Angelo
Council,2010,13,10100,Doucette,Sarah
Council,2010,13,7893,Saundercook,Bill
Council,2010,13,2109,Pavlov,Nick
Council,2010,13,1139,Weissenberger,Redmond
Council,2010,13,228,Van Altenberg,Jackelyn
Council,2010,14,8542,Perks,Gord
Council,2010,14,2798,Hobson,Ryan
Council,2010,14,2434,Erickson,Michael
Council,2010,14,668,Vrebosch,Bill
Council,2010,14,531,Simpson,Cullen
Council,2010,14,529,Koutoumanos,Gus
Council,2010,14,342,Hubick,Barry
Council,2010,14,331,Kerlinger,Jules-José
Council,2010,14,177,Tar,István
Council,2010,14,135,Talpa,Jimmy
Council,2010,15,6668,Colle,Josh
Council,2010,15,5399,Davis,Rob
Council,2010,15,2275,Singer,Ron
Council,2010,15,1173,Evangelista,Tony
Council,2010,15,472,Pede,Giuseppe
Council,2010,15,464,Tavares,Eva
Council,2010,15,64,Reitsma,William
Council,2010,16,11607,Stintz,Karen
Council,2010,16,4243,Mills,Terry
Council,2010,16,1799,Coll,Michael
Council,2010,16,1453,Macdonald,Roy
Council,2010,17,6154,Palacio,Cesar
Council,2010,17,4827,Schein,Jonah
Council,2010,17,2035,Letra,Tony
Council,2010,17,751,Stirpe,Ben
Council,2010,17,388,Marques,Maria
Council,2010,17,125,Bragason,Brian
Council,2010,17,94,Rasaiah,Kar
Council,2010,18,6277,Bailão,Ana
Council,2010,18,4911,Beaulieu,Kevin
Council,2010,18,869,De Jong,Frank
Council,2010,18,776,Vyas,Hema
Council,2010,18,669,Macdonald,Joe
Council,2010,18,326,Russell,Kirk
Council,2010,18,154,Le,Nha
Council,2010,18,106,Wood,Ken
Council,2010,18,94,Muhit,Mohammad
Council,2010,18,70,Teliatnik,Joanna
Council,2010,18,52,Carroll,Doug
Council,2010,18,42,Elmi,Abdirazak
Council,2010,19,9125,Layton,Mike
Council,2010,19,4207,Sun,Karen
Council,2010,19,3650,Mccormick,Sean
Council,2010,19,1313,Likourezos,Jim
Council,2010,19,518,Footman,David
Council,2010,19,417,Nation,Karlene
Council,2010,19,398,Bruto,Rosario
Council,2010,19,356,Sawision,George
Council,2010,19,121,Stevens,Jason
Council,2010,20,16486,Vaughan,Adam
Council,2010,20,3601,Yen,Mike
Council,2010,20,1233,Maher,Dean
Council,2010,20,487,Polochansky,Roman
Council,2010,20,315,Osadchuk,Ken
Council,2010,21,9824,Mihevc,Joe
Council,2010,21,5328,Posen,Shimmy
Council,2010,21,921,Nolan,Peter
Council,2010,21,644,Mclellan,Beth
Council,2010,21,454,Freedman,Alex
Council,2010,21,295,Frederick,Marius
Council,2010,22,11892,Matlow,Josh
Council,2010,22,8037,Sellors,Chris
Council,2010,22,1900,Cook,Elizabeth
Council,2010,22,869,Molls,William
Council,2010,23,13666,Filion,John
Council,2010,23,2456,Kralik,Dusan
Council,2010,23,2129,Clarke,Peter
Council,2010,23,1445,Whyte,John
Council,2010,23,1055,Sutherland,Charles
Council,2010,24,10523,Shiner,David
Council,2010,24,4986,Cho,Sonny
Council,2010,24,1611,Loo,Eugene
Council,2010,24,903,Nahiddi,Bob
Council,2010,25,9258,Robinson,Jaye
Council,2010,25,8756,Jenkins,Cliff
Council,2010,25,1968,Dickins,Joanne
Council,2010,25,368,Hostler,Tanya
Council,2010,26,6203,Parker,John
Council,2010,26,5788,Burnside,Jon
Council,2010,26,5627,Dhanani,Mohamed
Council,2010,26,1452,Pandor,Yunus
Council,2010,26,377,Ahmed,Tanvir
Council,2010,26,216,Malik,Shaukat
Council,2010,26,169,Khan Nawab,Salim
Council,2010,27,7527,Wong-Tam,Kristyn
Council,2010,27,7065,Chan,Ken
Council,2010,27,3447,Tindal,Chris
Council,2010,27,2128,Wookey,Simon
Council,2010,27,1667,Dick,Joel
Council,2010,27,1223,Meynell,Robert
Council,2010,27,1127,Anderson,Enza
Council,2010,27,838,Rebanks,Ella
Council,2010,27,380,Bergen,Ben
Council,2010,27,367,Gapka,Susan
Council,2010,27,283,Leroux,Gary
Council,2010,27,243,Spence,Paul
Council,2010,27,142,Jemstone,Jonas
Council,2010,27,108,Narula,Ram
Council,2010,27,74,Missal,Perry
Council,2010,28,11883,Mcconnell,Pam
Council,2010,28,3730,Bortenstein,Howard
Council,2010,28,1128,Hollingsworth,Dennis
Council,2010,28,969,Rama,Raj
Council,2010,28,633,Murton,Daniel
Council,2010,28,562,Brazau,Eric
Council,2010,29,7430,Fragedakis,Mary
Council,2010,29,4966,Pitfield,Jane
Council,2010,29,4269,Wood,Jennifer
Council,2010,29,885,Caldwell,Chris
Council,2010,29,138,Richardson,John
Council,2010,29,81,Restivo,Mike
Council,2010,30,8766,Fletcher,Paula
Council,2010,30,8507,West,Liz
Council,2010,30,620,James,Andrew
Council,2010,30,518,Dewdney,Mark
Council,2010,30,313,Varga,Mihaly
Council,2010,30,262,Tingas,Angie
Council,2010,30,198,Bogojevic,Andreas
Council,2010,30,143,Walsh,Gary
Council,2010,31,11177,Davis,Janet
Council,2010,31,1945,Walker,Robert
Council,2010,31,1468,Agaliotis,Peter
Council,2010,31,1412,Macdonald,Brenda
Council,2010,31,1065,Rahman,Rasal
Council,2010,31,505,Braniff,Donna
Council,2010,31,93,Subotich,Leonard
Council,2010,32,15159,Mcmahon,Mary-Margaret
Council,2010,32,5998,Bussin,Sandra
Council,2010,32,753,Begley,Keith
Council,2010,32,477,Baker,Bruce
Council,2010,32,354,Feraday,Brad
Council,2010,32,210,Gladstone,Martin
Council,2010,32,190,Sinclair,Neil
Council,2010,32,66,Castells,Albert
Council,2010,32,63,Pope,Kieron
Council,2010,33,7946,Carroll,Shelley
Council,2010,33,2787,Giannakopoulos,Fil
Council,2010,33,1886,Ihnat,Mike
Council,2010,33,1162,Raines,David
Council,2010,34,8743,Minnan-Wong,Denzil
Council,2010,34,6484,Youngren,Peter
Council,2010,34,1140,Stewart,Stephan
Council,2010,35,8293,Berardinetti,Michelle
Council,2010,35,6020,Heaps,Adrian
Council,2010,35,850,Ahmad,Malik
Council,2010,35,429,Doyle,Victoria
Council,2010,35,253,Green,Ed
Council,2010,35,183,Lewis,John
Council,2010,35,173,Burnett,Jay
Council,2010,35,90,Tijiri,Peter
Council,2010,35,76,Morawietz,John
Council,2010,35,70,Woychesko,Jason
Council,2010,36,4392,Crawford,Gary
Council,2010,36,3970,Spencer,Robert
Council,2010,36,2341,Hogan,Diane
Council,2010,36,2233,Gladney,Sean
Council,2010,36,1727,Gasparotto,Eddy
Council,2010,36,866,Macaraig,Marvin
Council,2010,36,663,Breen,Vicki
Council,2010,36,518,Mcdermott,Robert
Council,2010,36,475,Ashdown,Tony
Council,2010,36,210,Danilov,Roman
Council,2010,37,15129,Thompson,Michael
Council,2010,37,1571,Champagne,Isabelle
Council,2010,37,1014,Bidawi,Fawzi
Council,2010,37,375,Otoya Salazar,Sergio
Council,2010,38,11166,De Baeremaeker,Glenn
Council,2010,38,4541,Middleton,Glenn
Council,2010,38,824,Shah,Tushar
Council,2010,38,708,Jensen,Kirk
Council,2010,38,643,Vora,Sandip
Council,2010,39,9931,Del Grande,Mike
Council,2010,39,3640,Xu,Kevin
Council,2010,39,994,Williams,Caldwell
Council,2010,40,12458,Kelly,Norm
Council,2010,40,1935,Sy,Ken
Council,2010,40,1862,Heal,Bryan
Council,2010,40,580,Tsai,Cheng-Chih
Council,2010,41,12557,Lee,Chin
Council,2010,41,2718,Sinclair,Patricia
Council,2010,41,2507,Chien,Danny
Council,2010,42,10811,Cho,Raymond
Council,2010,42,6873,Shan,Neethan
Council,2010,42,586,Poonawala,Shamoon
Council,2010,42,474,Ather,Mohammed
Council,2010,42,443,Ponnambalam,Namu
Council,2010,42,437,Tecle,Ruth
Council,2010,42,353,Singh,George
Council,2010,42,323,Saul,Leon
Council,2010,42,125,Ramanathavavuniyan,Venthan
Council,2010,43,9334,Ainslie,Paul
Council,2010,43,4440,Laforet,John
Council,2010,43,758,Sharma,Bhaskar
Council,2010,43,489,Mbaegbu,Benjamin
Council,2010,43,392,Getachew,Samuel
Council,2010,44,10185,Moeser,Ron
Council,2010,44,9901,Hall,Diana
Council,2010,44,749,Mirza,Mohammed
Council,2010,44,627,Thomas,Heath
